"No.","Time","Source","Destination","Protocol","Length","Info"
"4742","-1678911305.624246","dns.google","10.11.1.3","DNS","161","Standard query response 0x49fd A app-measurement.com A 74.125.130.102 A 74.125.130.113 A 74.125.130.101 A 74.125.130.100 A 74.125.130.138 A 74.125.130.139"
"4743","-1678911305.619393","a1441.g4.akamai.net","10.11.1.3","TCP","1063","[TCP Retransmission] 80  >  49913 [PSH, ACK] Seq=6388 Ack=186 Win=30080 Len=1011 TSval=833180290 TSecr=503034985"
"4744","-1678911305.512008","10.11.1.3","a1441.g4.akamai.net","TCP","52","49913  >  80 [ACK] Seq=186 Ack=6388 Win=129824 Len=0 TSval=503035103 TSecr=833180255"
"4745","-1678911305.511111","10.11.1.3","dns.google","DNS","65","Standard query 0x8bd2 A play.googleapis.com"
"4746","-1678911305.510378","10.11.1.3","a1441.g4.akamai.net","TCP","52","49913  >  80 [ACK] Seq=186 Ack=7399 Win=130048 Len=0 TSval=503035147 TSecr=833180264"
"4747","-1678911305.488069","10.11.1.3","a1441.g4.akamai.net","TCP","64","[TCP Window Update] 49913  >  80 [ACK] Seq=186 Ack=7399 Win=131072 Len=0 TSval=503035153 TSecr=833180290 SLE=6388 SRE=7399"
"4748","-1678911305.452280","dns.google","10.11.1.3","DNS","131","Standard query response 0x8bd2 A play.googleapis.com CNAME googleapis.l.google.com A 74.125.68.95 A 74.125.200.95"
"4749","-1678911305.406652","10.11.1.3","dns.google","DNS","71","Standard query 0xf568 A 50-courier.push.apple.com"
"4750","-1678911305.406624","10.11.1.3","googleapis.l.google.com","TCP","64","49914  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1240 WS=32 TSval=503035264 TSecr=0 SACK_PERM=1"
"4751","-2043695763.389085","dns.google","10.11.1.3","DNS","141","Standard query response 0x0aeb No such name A log.umtrack.com SOA hidden-master.aliyun.com"
"4752","-2043695763.349976","dns.google","10.11.1.3","DNS","75","Standard query response 0xf535 A fusion.qq.com A 203.205.151.50"
"4753","-2043695763.349957","dns.google","10.11.1.3","DNS","80","Standard query response 0x077c A cgi.connect.qq.com A 203.205.151.21"
"4754","-2043695763.340611","dns.google","10.11.1.3","DNS","215","Standard query response 0xe45e A redirect.networkbench.com A 106.75.75.229 A 106.75.75.218 A 106.75.20.228 A 106.75.72.242 A 106.75.71.39 A 106.75.75.84 A 106.75.75.224 A 106.75.75.222 A 106.75.75.220"
"4755","-2043695763.126125","10.11.1.3","redirect.networkbench.com","TCP","64","62382  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1240 WS=32 TSval=482869139 TSecr=0 SACK_PERM=1"
"4756","-2043695763.126075","redirect.networkbench.com","10.11.1.3","TCP","60","443  >  62382 [SYN, ACK] Seq=0 Ack=1 Win=28960 Len=0 MSS=1460 SACK_PERM=1 TSval=811947001 TSecr=482869139 WS=128"
"4757","-2043695763.082075","10.11.1.3","cgi.connect.qq.com","TCP","64","62383  >  80 [SYN] Seq=0 Win=65535 Len=0 MSS=1240 WS=32 TSval=482869182 TSecr=0 SACK_PERM=1"
"4758","-2043695763.082033","cgi.connect.qq.com","10.11.1.3","TCP","60","80  >  62383 [SYN, ACK] Seq=0 Ack=1 Win=28960 Len=0 MSS=1460 SACK_PERM=1 TSval=811947012 TSecr=482869182 WS=128"
"4759","-2043695763.079749","10.11.1.3","redirect.networkbench.com","TCP","52","62382  >  443 [ACK] Seq=1 Ack=1 Win=131392 Len=0 TSval=482869184 TSecr=811947001"
"4760","-2043695763.076146","10.11.1.3","fusion.qq.com","TCP","64","62384  >  80 [SYN] Seq=0 Win=65535 Len=0 MSS=1240 WS=32 TSval=482869187 TSecr=0 SACK_PERM=1"
"4761","-2043695763.076085","fusion.qq.com","10.11.1.3","TCP","60","80  >  62384 [SYN, ACK] Seq=0 Ack=1 Win=28960 Len=0 MSS=1460 SACK_PERM=1 TSval=811947013 TSecr=482869187 WS=128"
"4762","-2043695763.051806","10.11.1.3","cgi.connect.qq.com","TCP","52","62383  >  80 [ACK] Seq=1 Ack=1 Win=131392 Len=0 TSval=482869210 TSecr=811947012"
"4763","-2043695763.042257","10.11.1.3","fusion.qq.com","TCP","52","62384  >  80 [ACK] Seq=1 Ack=1 Win=131392 Len=0 TSval=482869219 TSecr=811947013"
"4764","-2043695762.945411","10.11.1.3","dns.google","DNS","60","Standard query 0xb078 A www.google.com"
"4765","-2043695762.887515","dns.google","10.11.1.3","DNS","156","Standard query response 0xb078 A www.google.com A 74.125.68.106 A 74.125.68.103 A 74.125.68.104 A 74.125.68.99 A 74.125.68.105 A 74.125.68.147"
"4766","-2043695762.713691","10.11.1.3","redirect.networkbench.com","TLSv1","266","Client Hello"
"4767","-2043695762.713682","10.11.1.3","fusion.qq.com","HTTP","388","GET /cgi-bin/qconn_share/check_app_limit.cgi?sdkv=2.9.3&format=json&sdkp=i&oauth_consumer_key=100368508&appid=100368508&status_os=10.3.3&status_version=10&status_machine=iPhone5%2C1 HTTP/1.1 "
"4768","-2043695762.713632","redirect.networkbench.com","10.11.1.3","TCP","52","443  >  62382 [ACK] Seq=1 Ack=215 Win=30080 Len=0 TSval=811947104 TSecr=482869514"
"4769","-2043695762.713615","fusion.qq.com","10.11.1.3","TCP","52","80  >  62384 [ACK] Seq=1 Ack=337 Win=30080 Len=0 TSval=811947104 TSecr=482869521"
"4770","-2043695762.712790","10.11.1.3","cgi.connect.qq.com","HTTP","391","GET /qqconnectopen/openapi/policy_conf?sdkv=2.9.3&format=json&sdkp=i&client_id=100368508&oauth_consumer_key=100368508&status_os=10.3.3&status_machine=iPhone5%2C1&status_version=10 HTTP/1.1 "
"4771","-2043695762.712762","cgi.connect.qq.com","10.11.1.3","TCP","52","80  >  62383 [ACK] Seq=1 Ack=340 Win=30080 Len=0 TSval=811947104 TSecr=482869529"
"4772","-2043695762.471709","fusion.qq.com","10.11.1.3","TCP","271","80  >  62384 [PSH, ACK] Seq=1 Ack=337 Win=30080 Len=219 TSval=811947164 TSecr=482869521 [TCP segment of a reassembled PDU]"
"4773","-2043695762.470810","cgi.connect.qq.com","10.11.1.3","TCP","260","80  >  62383 [PSH, ACK] Seq=1 Ack=340 Win=30080 Len=208 TSval=811947164 TSecr=482869529 [TCP segment of a reassembled PDU]"
"4774","-2043695762.437394","10.11.1.3","dns.google","DNS","64","Standard query 0xdeac A graph.facebook.com"
"4775","-2043695762.435488","10.11.1.3","fusion.qq.com","TCP","52","62384  >  80 [ACK] Seq=337 Ack=220 Win=131168 Len=0 TSval=482869822 TSecr=811947164"
"4776","-1511102639.170939","10.11.1.3","dns.google","DNS","70","Standard query 0xdc53 A settings.crashlytics.com"
"4777","-1511102639.170011","10.11.1.3","dns.google","DNS","80","Standard query 0x8b9c A device-provisioning.googleapis.com"
"4778","-1511102639.117676","dns.google","10.11.1.3","DNS","268","Standard query response 0xdc53 A settings.crashlytics.com CNAME settings-crashlytics-1410998606.us-east-1.elb.amazonaws.com A 204.236.236.214 A 50.16.189.195 A 23.21.78.229 A 184.73.211.229 A 50.16.240.110 A 184.73.211.80 A 23.23.129.71 A 50.17.235.120"
"4779","-1511102639.115087","dns.google","10.11.1.3","DNS","162","Standard query response 0x8b9c A device-provisioning.googleapis.com CNAME googleapis.l.google.com A 216.58.203.234 A 74.125.130.95 A 74.125.200.95"
"4780","-1511102639.078423","10.11.1.3","settings-crashlytics-1410998606.us-east-1.elb.amazonaws.com","TCP","64","54788  >  443 [SYN, ECN, CWR] Seq=0 Win=65535 Len=0 MSS=1240 WS=32 TSval=441644977 TSecr=0 SACK_PERM=1"
"4781","-1511102639.078385","settings-crashlytics-1410998606.us-east-1.elb.amazonaws.com","10.11.1.3","TCP","60","443  >  54788 [SYN, ACK, ECN] Seq=0 Ack=1 Win=28960 Len=0 MSS=1460 SACK_PERM=1 TSval=768863510 TSecr=441644977 WS=128"
"4782","-1511102639.074909","10.11.1.3","googleapis.l.google.com","TCP","64","54789  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1240 WS=32 TSval=441644980 TSecr=0 SACK_PERM=1"
"4783","-1511102639.074849","googleapis.l.google.com","10.11.1.3","TCP","60","443  >  54789 [SYN, ACK] Seq=0 Ack=1 Win=28960 Len=0 MSS=1460 SACK_PERM=1 TSval=768863511 TSecr=441644980 WS=128"
"4784","-1511102639.061646","10.11.1.3","dns.google","DNS","65","Standard query 0x8adf A app-measurement.com"
"4785","-1511102639.043938","10.11.1.3","settings-crashlytics-1410998606.us-east-1.elb.amazonaws.com","TCP","52","54788  >  443 [ACK] Seq=1 Ack=1 Win=131392 Len=0 TSval=441645010 TSecr=768863510"
"4786","-1511102639.040294","10.11.1.3","googleapis.l.google.com","TCP","52","54789  >  443 [ACK] Seq=1 Ack=1 Win=131392 Len=0 TSval=441645013 TSecr=768863511"
"4787","-1511102639.034381","10.11.1.3","googleapis.l.google.com","TLSv1.2","296","Client Hello"
"4788","-1511102639.034353","googleapis.l.google.com","10.11.1.3","TCP","52","443  >  54789 [ACK] Seq=1 Ack=245 Win=30080 Len=0 TSval=768863521 TSecr=441645018"
"4789","-1511102639.033301","10.11.1.3","settings-crashlytics-1410998606.us-east-1.elb.amazonaws.com","TLSv1","286","Client Hello"
"4790","-1511102639.033278","settings-crashlytics-1410998606.us-east-1.elb.amazonaws.com","10.11.1.3","TCP","52","443  >  54788 [ACK] Seq=1 Ack=235 Win=30080 Len=0 TSval=768863521 TSecr=441645019"
"4791","-1511102639.005841","dns.google","10.11.1.3","DNS","161","Standard query response 0x8adf A app-measurement.com A 74.125.200.113 A 74.125.200.101 A 74.125.200.138 A 74.125.200.100 A 74.125.200.139 A 74.125.200.102"
"4792","-1511102640.786430","googleapis.l.google.com","10.11.1.3","TLSv1.2","1280","Server Hello"
"4793","-1511102640.786378","googleapis.l.google.com","10.11.1.3","TLSv1.2","1095","Certificate, Server Key Exchange, Server Hello Done"
"4794","-1511102640.715441","googleapis.l.google.com","10.11.1.3","TCP","1095","[TCP Retransmission] 443  >  54789 [PSH, ACK] Seq=1229 Ack=245 Win=30080 Len=1043 TSval=768863601 TSecr=441645018"
"4795","-1511102640.615326","10.11.1.3","dns.google","DNS","61","Standard query 0x576b A cn-dc1.uber.com"
"4796","-1511102640.613603","10.11.1.3","googleapis.l.google.com","TCP","52","54789  >  443 [ACK] Seq=245 Ack=2272 Win=129120 Len=0 TSval=441645438 TSecr=768863583"
"4797","-1511102640.613597","10.11.1.3","googleapis.l.google.com","TCP","64","[TCP Dup ACK 4796#1] 54789  >  443 [ACK] Seq=245 Ack=2272 Win=129120 Len=0 TSval=441645438 TSecr=768863601 SLE=1229 SRE=2272"
"4798","-1511102640.567711","10.11.1.3","googleapis.l.google.com","TLSv1.2","127","Client Key Exchange"
"4799","-1511102640.567668","googleapis.l.google.com","10.11.1.3","TCP","52","443  >  54789 [ACK] Seq=2272 Ack=320 Win=30080 Len=0 TSval=768863637 TSecr=441645480"
"4800","-1511102640.567051","10.11.1.3","googleapis.l.google.com","TLSv1.2","58","Change Cipher Spec"
"4801","-1675664310.782831","10.11.1.3","server-52-222-138-146.ams50.r.cloudfront.net","TCP","64","50115  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1240 WS=32 TSval=503769352 TSecr=0 SACK_PERM=1"
"4802","-1675664310.782754","server-52-222-138-146.ams50.r.cloudfront.net","10.11.1.3","TCP","60","443  >  50115 [SYN, ACK] Seq=0 Ack=1 Win=28960 Len=0 MSS=1460 SACK_PERM=1 TSval=833369180 TSecr=503769352 WS=128"
"4803","-1675664310.757814","10.11.1.3","server-52-222-138-146.ams50.r.cloudfront.net","TCP","52","50115  >  443 [ACK] Seq=1 Ack=1 Win=131392 Len=0 TSval=503769379 TSecr=833369180"
"4804","-1675664310.754932","10.11.1.3","server-52-222-138-146.ams50.r.cloudfront.net","TLSv1.2","251","Client Hello"
"4805","-1675664310.754887","server-52-222-138-146.ams50.r.cloudfront.net","10.11.1.3","TCP","52","443  >  50115 [ACK] Seq=1 Ack=200 Win=30080 Len=0 TSval=833369187 TSecr=503769381"
"4806","-1675664310.711214","server-52-222-138-146.ams50.r.cloudfront.net","10.11.1.3","TLSv1.2","1280","Server Hello"
"4807","-1675664310.711186","server-52-222-138-146.ams50.r.cloudfront.net","10.11.1.3","TLSv1.2","1014","Certificate, Server Key Exchange, Server Hello Done"
"4808","-1675664310.685575","10.11.1.3","server-52-222-138-146.ams50.r.cloudfront.net","TCP","52","50115  >  443 [ACK] Seq=200 Ack=2191 Win=129184 Len=0 TSval=503769450 TSecr=833369198"
"4809","-1675664310.575159","10.11.1.3","dns.google","DNS","60","Standard query 0xe22d A www.google.com"
"4810","-1675664310.519393","dns.google","10.11.1.3","DNS","156","Standard query response 0xe22d A www.google.com A 74.125.130.99 A 74.125.130.103 A 74.125.130.106 A 74.125.130.104 A 74.125.130.105 A 74.125.130.147"
"4811","-1675664310.494935","10.11.1.3","dns.google","DNS","65","Standard query 0x225e A api.otherlevels.com"
"4812","-1675664310.440926","dns.google","10.11.1.3","DNS","97","Standard query response 0x225e A api.otherlevels.com A 34.211.33.152 A 34.210.113.33"
"4813","-1675664310.426601","settings-crashlytics-b-103974621.us-east-1.elb.amazonaws.com","10.11.1.3","TLSv1.2","1280","Server Hello"
"4814","-1675664310.426573","settings-crashlytics-b-103974621.us-east-1.elb.amazonaws.com","10.11.1.3","TLSv1.2","1016","Certificate, Server Key Exchange, Server Hello Done"
"4815","-1675664310.413895","10.11.1.3","api.otherlevels.com","TCP","64","50116  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1240 WS=32 TSval=503769720 TSecr=0 SACK_PERM=1"
"4816","-1675664310.413854","api.otherlevels.com","10.11.1.3","TCP","60","443  >  50116 [SYN, ACK] Seq=0 Ack=1 Win=28960 Len=0 MSS=1460 SACK_PERM=1 TSval=833369272 TSecr=503769720 WS=128"
"4817","-1675664310.400282","10.11.1.3","settings-crashlytics-b-103974621.us-east-1.elb.amazonaws.com","TCP","52","50114  >  443 [ACK] Seq=1 Ack=2193 Win=4037 Len=0 TSval=503769733 TSecr=833369269"
"4818","-1675664310.388897","10.11.1.3","api.otherlevels.com","TCP","52","50116  >  443 [ACK] Seq=1 Ack=1 Win=131392 Len=0 TSval=503769744 TSecr=833369272"
"4819","-1675664310.357980","10.11.1.3","settings-crashlytics-b-103974621.us-east-1.elb.amazonaws.com","TLSv1.2","127","Client Key Exchange"
"4820","-1675664310.357807","settings-crashlytics-b-103974621.us-east-1.elb.amazonaws.com","10.11.1.3","TCP","52","443  >  50114 [ACK] Seq=2193 Ack=76 Win=235 Len=0 TSval=833369286 TSecr=503769775"
"4821","-1675664310.352866","10.11.1.3","settings-crashlytics-b-103974621.us-east-1.elb.amazonaws.com","TLSv1.2","58","Change Cipher Spec"
"4822","-1675664310.352860","10.11.1.3","settings-crashlytics-b-103974621.us-east-1.elb.amazonaws.com","TLSv1.2","97","Encrypted Handshake Message"
"4823","-1675664310.352858","10.11.1.3","settings-crashlytics-b-103974621.us-east-1.elb.amazonaws.com","TCP","52","50114  >  443 [FIN, ACK] Seq=127 Ack=2193 Win=4096 Len=0 TSval=503769777 TSecr=833369269"
"4824","-1675664310.352855","10.11.1.3","api.otherlevels.com","TLSv1.2","248","Client Hello"
"4825","-1675664310.352815","api.otherlevels.com","10.11.1.3","TCP","52","443  >  50116 [ACK] Seq=1 Ack=197 Win=30080 Len=0 TSval=833369287 TSecr=503769778"
"4826","-2076217255.078901","10.11.1.3","dns.google","DNS","65","Standard query 0xe179 A jsso.indiatimes.com"
"4827","-2076217255.024983","dns.google","10.11.1.3","DNS","81","Standard query response 0xe179 A jsso.indiatimes.com A 223.165.25.63"
"4828","-2076217254.988043","10.11.1.3","jsso.indiatimes.com","TCP","64","60249  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1240 WS=32 TSval=476445269 TSecr=0 SACK_PERM=1"
"4829","-2076217254.988000","jsso.indiatimes.com","10.11.1.3","TCP","60","443  >  60249 [SYN, ACK] Seq=0 Ack=1 Win=28960 Len=0 MSS=1460 SACK_PERM=1 TSval=810054126 TSecr=476445269 WS=128"
"4830","-2076217254.954595","10.11.1.3","jsso.indiatimes.com","TCP","52","60249  >  443 [ACK] Seq=1 Ack=1 Win=131392 Len=0 TSval=476445303 TSecr=810054126"
"4831","-2076217254.869152","10.11.1.3","dns.google","DNS","70","Standard query 0x1a49 A settings.crashlytics.com"
"4832","-2076217254.866355","10.11.1.3","jsso.indiatimes.com","TLSv1.2","281","Client Hello"
"4833","-2076217254.866327","jsso.indiatimes.com","10.11.1.3","TCP","52","443  >  60249 [ACK] Seq=1 Ack=230 Win=30080 Len=0 TSval=810054157 TSecr=476445391"
"4834","-2076217254.847879","10.11.1.3","dns.google","DNS","62","Standard query 0xc16f A ade.clmbtech.com"
"4835","-2076217254.816183","dns.google","10.11.1.3","DNS","268","Standard query response 0x1a49 A settings.crashlytics.com CNAME settings-crashlytics-1410998606.us-east-1.elb.amazonaws.com A 50.17.235.120 A 50.16.240.110 A 50.19.89.193 A 50.16.189.195 A 50.19.114.137 A 50.19.210.28 A 23.23.129.71 A 54.197.254.10"
"4836","-2076217254.814151","jsso.indiatimes.com","10.11.1.3","TLSv1.2","1280","Server Hello"
"4837","-2076217254.814126","jsso.indiatimes.com","10.11.1.3","TLSv1.2","1008","Certificate, Server Key Exchange, Server Hello Done"
"4838","-2076212960.811818","10.11.1.3","jsso.indiatimes.com","TCP","52","60249  >  443 [ACK] Seq=230 Ack=2185 Win=129184 Len=0 TSval=476445476 TSecr=810054170"
"4839","-2076212960.810830","10.11.1.3","settings-crashlytics-1410998606.us-east-1.elb.amazonaws.com","TCP","64","60250  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1240 WS=32 TSval=476445477 TSecr=0 SACK_PERM=1"
"4840","-2076212960.810759","settings-crashlytics-1410998606.us-east-1.elb.amazonaws.com","10.11.1.3","TCP","60","443  >  60250 [SYN, ACK] Seq=0 Ack=1 Win=28960 Len=0 MSS=1460 SACK_PERM=1 TSval=810054179 TSecr=476445477 WS=128"
"4841","-2076212960.779111","10.11.1.3","jsso.indiatimes.com","TLSv1.2","127","Client Key Exchange"
"4842","-2076212960.779040","jsso.indiatimes.com","10.11.1.3","TCP","52","443  >  60249 [ACK] Seq=2185 Ack=305 Win=30080 Len=0 TSval=810054187 TSecr=476445507"
"4843","-2076212960.777356","10.11.1.3","jsso.indiatimes.com","TLSv1.2","58","Change Cipher Spec"
"4844","-2076212960.777351","10.11.1.3","jsso.indiatimes.com","TLSv1.2","97","Encrypted Handshake Message"
"4845","-2076212960.777316","jsso.indiatimes.com","10.11.1.3","TCP","52","443  >  60249 [ACK] Seq=2185 Ack=311 Win=30080 Len=0 TSval=810054187 TSecr=476445507"
"4846","-2076212960.777304","jsso.indiatimes.com","10.11.1.3","TCP","52","443  >  60249 [ACK] Seq=2185 Ack=356 Win=30080 Len=0 TSval=810054187 TSecr=476445507"
"4847","-2076212960.777228","jsso.indiatimes.com","10.11.1.3","TLSv1.2","103","Change Cipher Spec, Encrypted Handshake Message"
"4848","-2076212960.776322","10.11.1.3","settings-crashlytics-1410998606.us-east-1.elb.amazonaws.com","TCP","52","60250  >  443 [ACK] Seq=1 Ack=1 Win=131392 Len=0 TSval=476445509 TSecr=810054179"
"4849","-2076212960.774682","10.11.1.3","settings-crashlytics-1410998606.us-east-1.elb.amazonaws.com","TLSv1","286","Client Hello"
"4850","-2076212960.774659","settings-crashlytics-1410998606.us-east-1.elb.amazonaws.com","10.11.1.3","TCP","52","443  >  60250 [ACK] Seq=1 Ack=235 Win=30080 Len=0 TSval=810054188 TSecr=476445511"
"4851","-1417029970.054346","10.11.1.3","dns.google","DNS","65","Standard query 0x7ab0 A play.googleapis.com"
"4852","-1417029971.998144","dns.google","10.11.1.3","DNS","163","Standard query response 0x7ab0 A play.googleapis.com CNAME googleapis.l.google.com A 74.125.200.95 A 172.217.24.106 A 74.125.24.95 A 74.125.130.95"
"4853","-1417029971.940490","10.11.1.3","dns.google","DNS","65","Standard query 0x51a1 A app-measurement.com"
"4854","-1417029971.931042","10.11.1.3","dns.google","DNS","80","Standard query 0x8ce9 A device-provisioning.googleapis.com"
"4855","-1417029971.913215","10.11.1.3","dns.google","DNS","64","Standard query 0xcbed A graph.facebook.com"
"4856","-1417029971.890535","10.11.1.3","googleapis.l.google.com","TCP","64","52237  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1240 WS=32 TSval=433780819 TSecr=0 SACK_PERM=1"
"4857","-1417029971.890494","googleapis.l.google.com","10.11.1.3","TCP","60","443  >  52237 [SYN, ACK] Seq=0 Ack=1 Win=28960 Len=0 MSS=1460 SACK_PERM=1 TSval=763387728 TSecr=433780819 WS=128"
"4858","-1417029971.885009","dns.google","10.11.1.3","DNS","161","Standard query response 0x51a1 A app-measurement.com A 74.125.200.138 A 74.125.200.113 A 74.125.200.101 A 74.125.200.102 A 74.125.200.139 A 74.125.200.100"
"4859","-1417029971.875968","dns.google","10.11.1.3","DNS","146","Standard query response 0x8ce9 A device-provisioning.googleapis.com CNAME googleapis.l.google.com A 74.125.200.95 A 74.125.130.95"
"4860","-1417029971.865318","10.11.1.3","googleapis.l.google.com","TCP","52","52237  >  443 [ACK] Seq=1 Ack=1 Win=131392 Len=0 TSval=433780845 TSecr=763387728"
"4861","-1417029971.855848","dns.google","10.11.1.3","DNS","122","Standard query response 0xcbed A graph.facebook.com CNAME api.facebook.com CNAME star.c10r.facebook.com A 157.240.13.14"
"4862","-1417029971.855819","10.11.1.3","googleapis.l.google.com","TLSv1.2","281","Client Hello"
"4863","-1417029971.855793","googleapis.l.google.com","10.11.1.3","TCP","52","443  >  52237 [ACK] Seq=1 Ack=230 Win=30080 Len=0 TSval=763387737 TSecr=433780854"
"4864","-1417029971.838394","10.11.1.3","googleapis.l.google.com","TCP","64","52238  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1240 WS=32 TSval=433780870 TSecr=0 SACK_PERM=1"
"4865","-1417029971.838365","googleapis.l.google.com","10.11.1.3","TCP","60","443  >  52238 [SYN, ACK] Seq=0 Ack=1 Win=28960 Len=0 MSS=1460 SACK_PERM=1 TSval=763387741 TSecr=433780870 WS=128"
"4866","-1417029971.811455","10.11.1.3","googleapis.l.google.com","TCP","52","52238  >  443 [ACK] Seq=1 Ack=1 Win=131392 Len=0 TSval=433780897 TSecr=763387741"
"4867","-1417029971.800783","10.11.1.3","googleapis.l.google.com","TLSv1","296","Client Hello"
"4868","-1417029971.800754","googleapis.l.google.com","10.11.1.3","TCP","52","443  >  52238 [ACK] Seq=1 Ack=245 Win=30080 Len=0 TSval=763387750 TSecr=433780907"
"4869","-1417029971.757381","10.11.1.3","star.c10r.facebook.com","TCP","64","52239  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1240 WS=32 TSval=433780949 TSecr=0 SACK_PERM=1"
"4870","-1417029971.757336","star.c10r.facebook.com","10.11.1.3","TCP","60","443  >  52239 [SYN, ACK] Seq=0 Ack=1 Win=28960 Len=0 MSS=1460 SACK_PERM=1 TSval=763387761 TSecr=433780949 WS=128"
"4871","-1417029971.732147","10.11.1.3","star.c10r.facebook.com","TCP","52","52239  >  443 [ACK] Seq=1 Ack=1 Win=131392 Len=0 TSval=433780974 TSecr=763387761"
"4872","-1417029971.729254","10.11.1.3","star.c10r.facebook.com","TLSv1.2","280","Client Hello"
"4873","-1417029971.729227","star.c10r.facebook.com","10.11.1.3","TCP","52","443  >  52239 [ACK] Seq=1 Ack=229 Win=30080 Len=0 TSval=763387768 TSecr=433780976"
"4874","-1417029971.661448","googleapis.l.google.com","10.11.1.3","TLSv1.2","1280","Server Hello"
"4875","-1417029971.661369","googleapis.l.google.com","10.11.1.3","TLSv1.2","1080","Certificate, Server Key Exchange, Server Hello Done"
"4876","-1437912101.069218","10.11.1.3","dns.google","DNS","70","Standard query 0x87d6 A www.zero.khanacademy.org"
"4877","-1437912101.002550","dns.google","10.11.1.3","DNS","172","Standard query response 0x87d6 A www.zero.khanacademy.org CNAME prod.khan.map.fastly.net A 151.101.1.42 A 151.101.65.42 A 151.101.129.42 A 151.101.193.42"
"4878","-1437912102.959077","10.11.1.3","prod.khan.map.fastly.net","TCP","64","53536  >  443 [SYN, ECN, CWR] Seq=0 Win=65535 Len=0 MSS=1240 WS=32 TSval=437252267 TSecr=0 SACK_PERM=1"
"4879","-1437912102.959018","prod.khan.map.fastly.net","10.11.1.3","TCP","60","443  >  53536 [SYN, ACK, ECN] Seq=0 Ack=1 Win=28960 Len=0 MSS=1460 SACK_PERM=1 TSval=764603212 TSecr=437252267 WS=128"
"4880","-1437912102.924208","10.11.1.3","prod.khan.map.fastly.net","TCP","52","53536  >  443 [ACK] Seq=1 Ack=1 Win=131392 Len=0 TSval=437252301 TSecr=764603212"
"4881","-1437912102.918499","10.11.1.3","prod.khan.map.fastly.net","TLSv1.2","274","Client Hello"
"4882","-1437912102.918468","prod.khan.map.fastly.net","10.11.1.3","TCP","52","443  >  53536 [ACK] Seq=1 Ack=223 Win=30080 Len=0 TSval=764603223 TSecr=437252306"
"4883","-1437912102.711252","prod.khan.map.fastly.net","10.11.1.3","TLSv1.2","1280","Server Hello"
"4884","-1437912102.711191","prod.khan.map.fastly.net","10.11.1.3","TLSv1.2","1091","Certificate, Server Key Exchange, Server Hello Done"
"4885","-1437912102.642593","prod.khan.map.fastly.net","10.11.1.3","TCP","1091","[TCP Retransmission] 443  >  53536 [PSH, ACK] Seq=1229 Ack=223 Win=30080 Len=1039 TSval=764603292 TSecr=437252306"
"4886","-1437912102.555153","10.11.1.3","prod.khan.map.fastly.net","TCP","52","53536  >  443 [ACK] Seq=223 Ack=2268 Win=129120 Len=0 TSval=437252666 TSecr=764603274"
"4887","-1437912102.553123","10.11.1.3","prod.khan.map.fastly.net","TCP","64","[TCP Dup ACK 4886#1] 53536  >  443 [ACK] Seq=223 Ack=2268 Win=129120 Len=0 TSval=437252666 TSecr=764603292 SLE=1229 SRE=2268"
"4888","-1437912102.403396","10.11.1.3","prod.khan.map.fastly.net","TLSv1.2","127","Client Key Exchange"
"4889","-1437912102.403310","prod.khan.map.fastly.net","10.11.1.3","TCP","52","443  >  53536 [ACK] Seq=2268 Ack=298 Win=30080 Len=0 TSval=764603351 TSecr=437252770"
"4890","-1437912102.402172","10.11.1.3","prod.khan.map.fastly.net","TLSv1.2","58","Change Cipher Spec"
"4891","-1437912102.402076","prod.khan.map.fastly.net","10.11.1.3","TCP","52","443  >  53536 [ACK] Seq=2268 Ack=304 Win=30080 Len=0 TSval=764603352 TSecr=437252770"
"4892","-1437912102.401827","10.11.1.3","prod.khan.map.fastly.net","TLSv1.2","97","Encrypted Handshake Message"
"4893","-1437912102.401799","prod.khan.map.fastly.net","10.11.1.3","TCP","52","443  >  53536 [ACK] Seq=2268 Ack=349 Win=30080 Len=0 TSval=764603352 TSecr=437252771"
"4894","-1437912102.401731","prod.khan.map.fastly.net","10.11.1.3","TLSv1.2","103","Change Cipher Spec, Encrypted Handshake Message"
"4895","-1437912102.346740","10.11.1.3","prod.khan.map.fastly.net","TLSv1.2","440","Application Data"
"4896","-1437912102.340824","10.11.1.3","prod.khan.map.fastly.net","TCP","64","53537  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1240 WS=32 TSval=437252876 TSecr=0 SACK_PERM=1"
"4897","-1437912102.340779","prod.khan.map.fastly.net","10.11.1.3","TCP","60","443  >  53537 [SYN, ACK] Seq=0 Ack=1 Win=28960 Len=0 MSS=1460 SACK_PERM=1 TSval=764603367 TSecr=437252876 WS=128"
